address,average_length_suspension,average_length_suspension_1,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,blue_ribbon_award_year,chronic_truancy_pct,city,college_enrollment_cps_pct,college_enrollment_cps_pct_1,college_enrollment_school,college_enrollment_school_1,college_persistence_cps_pct,college_persistence_cps_pct_1,college_persistence_school,college_persistence_school_1,cps_school_profile,creative_school_certification,creative_school_certification_1,culture_climate_description,culture_climate_rating,empty_progress_report_message,excelerate_award_gold_year,excellence_award_year,fax,freshmen_on_track_cps_pct,freshmen_on_track_cps_pct_1,freshmen_on_track_school,freshmen_on_track_school_1,graduation_4_year_cps_pct,graduation_4_year_cps_pct_1,graduation_4_year_school,graduation_4_year_school_1,graduation_5_year_cps_pct,graduation_5_year_cps_pct_1,graduation_5_year_school,graduation_5_year_school_1,healthy_school_certification,healthy_school_certification_1,improvement_award_year,location,long_name,misconducts_to_suspensions,misconducts_to_suspensions_1,misconducts_to_suspensions_2,mobility_rate_pct,one_year_dropout_rate_avg,one_year_dropout_rate_year,one_year_dropout_rate_year_1,other_metrics_year_1,other_metrics_year_2,parent_survey_results_year,phone,primary_category,progress_report_year,progress_toward_graduation,progress_toward_graduation_1,sat_grade_11_score_cps_avg,sat_grade_11_score_school,school_id,school_latitude,school_longitude,school_survey_ambitious,school_survey_collaborative,school_survey_effective,school_survey_involved,school_survey_safety,school_survey_student_response,school_survey_student_response_1,school_survey_supportive,school_survey_teacher_response,school_survey_teacher_response_1,school_type,short_name,spot_light_award_year,state,state_school_report_card,student_attainment_description,student_attainment_rating,student_attendance_avg_pct,student_attendance_year_1,student_attendance_year_2,student_growth_description,student_growth_rating,supportive_school_award,supportive_school_award_desc,suspensions_per_100_students,suspensions_per_100_students_1,suspensions_per_100_students_2,teacher_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,website,zip
10015 S LEAVITT ST,1.2 days,1.2 days,2.0 days,2022,2023,,18.5,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610195'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,,,7735352621,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.676821, 41.711445]}",Elizabeth H Sutherland Elementary School,24.7,22.3,10.8,3.9,,,,2022,2023,2023,7735352580,ES,2024,2022,2023,933,0,610195,41.711445,-87.676821,Strong,Neutral,Weak,Strong,WEAK,89,78.6,Weak,77.3,71.6,Neighborhood,SUTHERLAND,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252476'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,92.5,93.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,6.1,7.4,4.2,94,91.7,93.2,{'url': 'https://sutherland.cps.edu'},60643
5900 N WINTHROP AVE,3.0 days,2.5 days,2.0 days,2022,2023,,31.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610196'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735342575,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.658296, 41.989139]}",George B Swift Elementary Specialty School,7.1,66.7,10.8,21.3,,,,2022,2023,2023,7735342695,ES,2024,2022,2023,933,0,610196,41.989139,-87.658296,Neutral,Neutral,Neutral,Strong,WEAK,60.2,78.6,Neutral,74.7,71.6,Neighborhood,SWIFT,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252477'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,92.3,91.1,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,0.2,0.4,4.2,94,91,93.2,{'url': 'https://swift.cps.edu'},60660
1840 W OHIO ST,,,2.0 days,2022,2023,,23,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610197'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735347126,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.673723, 41.892405]}",Mancel Talcott Elementary School,,,10.8,11.8,,,,2022,2023,2023,7735347130,ES,2024,2022,2023,933,0,610197,41.892405,-87.673723,Strong,,,,NEUTRAL,64,78.6,Neutral,45,71.6,Neighborhood,TALCOTT,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252478'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,92.2,92.9,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,91.9,94.6,{'url': 'https://talcottfama.org'},60622
9912 S AVENUE H,,1.0 days,2.0 days,2022,2023,,44.8,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610198'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,2024,,7735356232,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.532971, 41.71547]}",Douglas Taylor Elementary School,,14.3,10.8,12.2,,,,2022,2023,2023,7735356240,ES,2024,2022,2023,933,0,610198,41.71547,-87.532971,Strong,Strong,Neutral,Strong,VERY WEAK,72.7,78.6,Neutral,71.4,71.6,Neighborhood,TAYLOR,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252480'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,87.8,88.7,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,0.9,4.2,94,90.6,92.3,{'url': 'http://taylor.cps.edu/'},60617
1441 W 119TH ST,2.0 days,2.0 days,2.0 days,2022,2023,,28.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610199'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,2024,,7735353979,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.658111, 41.677505]}",Johnnie Colemon Elementary Academy,9.3,5.6,10.8,7.3,,,,2022,2023,2023,7735353975,ES,2024,2022,2023,933,0,610199,41.677505,-87.658111,Strong,Very Strong,Strong,Very Strong,WEAK,98.9,78.6,Weak,81.5,71.6,Neighborhood,COLEMON,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252918'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.9,92.2,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,EMERGING,"This school has developed an action plan to support social and emotional learning (SEL). Leaders and staff have assessed their school climate, and they are beginning to adopt best practices to support SEL for all students.",4.9,2.6,4.2,94,92.4,93.6,{'url': 'https://colemon.cps.edu'},60643
8914 S BUFFALO AVE,2.1 days,1.9 days,2.0 days,2022,2023,,44.7,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610200'},DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735356582,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.54428, 41.733324]}",James N Thorp Elementary School,23.3,22.2,10.8,24.9,,,,2022,2023,2023,7735356250,ES,2024,2022,2023,933,0,610200,41.733324,-87.54428,Strong,Neutral,Strong,Neutral,WEAK,93.8,78.6,Neutral,81.6,71.6,Neighborhood,THORP J,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252484'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,84.3,87.7,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2.3,4.2,4.2,94,92.6,94.1,{'url': 'https://jnthorp.org'},60617
6024 W WARWICK AVE,5.0 days,,2.0 days,2022,2023,,18.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610201'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,,,7735343639,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.777631, 41.948571]}",Ole A Thorp Elementary Scholastic Academy,8.3,,10.8,,,,,2022,2023,2023,7735343640,ES,2024,2022,2023,933,0,610201,41.948571,-87.777631,Neutral,Neutral,Neutral,Very Strong,NEUTRAL,97.6,78.6,Neutral,72.5,71.6,Magnet,THORP O,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252486'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,93.6,94,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,0.1,,4.2,94,91.3,93.6,{'url': 'https://oathorpacademy.org'},60634
223 N KEELER AVE,,1.9 days,2.0 days,2022,2023,,45.7,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610202'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7738261915,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.730566, 41.884102]}",George W Tilton Elementary School,,28.1,10.8,24.5,,,,2022,2023,2023,7735346746,ES,2024,2022,2023,933,0,610202,41.884102,-87.730566,Strong,Neutral,Neutral,Weak,WEAK,99.9,78.6,Strong,73.1,71.6,Neighborhood,TILTON,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252487'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,85.6,87.8,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,7.7,4.2,94,92,92.8,{'url': 'https://tiltonstem.com'},60624
5815 S HOMAN AVE,,,2.0 days,2022,2023,,37.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610203'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,2024,,7735350470,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.708179, 41.787523]}",Monarcas Academy,,,10.8,10.9,,,,2022,2023,2023,7735359280,ES,2024,2022,2023,933,0,610203,41.787523,-87.708179,Very Strong,Weak,Weak,Neutral,VERY WEAK,89.5,78.6,Strong,54.7,71.6,Neighborhood,MONARCAS,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252488'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.1,90.7,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",,,4.2,94,93.5,94.3,{'url': 'https://www.monarcasacademy.org/'},60629
5134 S LOTUS AVE,2.7 days,1.6 days,2.0 days,2022,2023,,27.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610206'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,2024,,7735352248,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.758928, 41.799046]}",Mark Twain Elementary School,3.2,5.5,10.8,5.3,,,,2022,2023,2023,7735352290,ES,2024,2022,2023,933,0,610206,41.799046,-87.758928,Neutral,Neutral,Neutral,Neutral,WEAK,95.3,78.6,Neutral,64.9,71.6,Neighborhood,TWAIN,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252490'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,91,91.9,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,0.3,0.5,4.2,94,94.1,94.4,{'url': 'https://twain.cps.edu'},60638
9510 S PROSPECT AVE,1.8 days,,2.0 days,2022,2023,,16.5,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610207'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,,,7735352677,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.665559, 41.720817]}",John H Vanderpoel Elementary Magnet School,9.7,,10.8,,,,,2022,2023,2023,7735352690,ES,2024,2022,2023,933,0,610207,41.720817,-87.665559,Strong,Weak,Weak,Strong,NEUTRAL,99.9,78.6,Neutral,51.7,71.6,Magnet,VANDERPOEL,2012,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252491'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,91.9,94.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,2.5,,4.2,94,89.8,92.1,{'url': 'http://www.vhaelementary.org/'},60643
138 W 109TH ST,,,2.0 days,2022,2023,,27,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610208'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735355313,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,2012,"{'type': 'Point', 'coordinates': [-87.627148, 41.696262]}",Mildred I Lavizzo Elementary School,,,10.8,26.3,,,,2022,2023,2023,7735355300,ES,2024,2022,2023,933,0,610208,41.696262,-87.627148,Strong,Neutral,Neutral,Neutral,WEAK,78.1,78.6,Neutral,54.3,71.6,Neighborhood,LAVIZZO,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252492'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,87.1,92.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,93.3,93.6,{'url': 'https://lavizzo.cps.edu'},60628
4950 N AVERS AVE,2.0 days,2.5 days,2.0 days,2022,2023,,28.9,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610209'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,2024,,7735345280,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.724605, 41.971634]}",Alessandro Volta Elementary School,7.1,2.9,10.8,12.8,,,,2022,2023,2023,7735345080,ES,2024,2022,2023,933,0,610209,41.971634,-87.724605,Strong,Weak,Weak,Strong,WEAK,92.8,78.6,Neutral,63.2,71.6,Neighborhood,VOLTA,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252494'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,90.4,91.6,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,EXEMPLARY,"This school has a strong commitment and robust systems to support social and emotional learning (SEL).  Documents, observations, and interviews with students, parents, and other members of the school community demonstrate that SEL is a core part of students’ experience and the learning environment meets CPS School Climate Standards.",0.4,0.3,4.2,94,91.5,94.6,{'url': 'https://volta.cps.edu'},60625
4929 N SAWYER AVE,1.0 days,1.0 days,2.0 days,2022,2023,,28.1,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610212'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,,,7735345178,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.710609, 41.971504]}",Albany Park Multicultural Academy,3.6,4.4,10.8,8.7,,,,2022,2023,2023,7735345108,MS,2024,2022,2023,933,0,610212,41.971504,-87.710609,Strong,Strong,Strong,Strong,WEAK,92.6,78.6,Neutral,94.7,71.6,Neighborhood,ALBANY PARK,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252850'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,93.1,92.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,0.8,1.4,4.2,94,92,94.2,{'url': 'https://albanypark.cps.edu'},60625
6650 S ELLIS AVE,,2.0 days,2.0 days,2022,2023,,49.2,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/610213'},EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,2024,,7735350743,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.601018, 41.773478]}",James Wadsworth Elementary School,,40,10.8,23.2,,,,2022,2023,2023,7735350730,ES,2024,2022,2023,933,0,610213,41.773478,-87.601018,Strong,Neutral,Neutral,Neutral,WEAK,98.3,78.6,Neutral,93,71.6,Neighborhood,WADSWORTH,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=150162990252498'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,85.8,88.3,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,0.8,4.2,94,91.1,94.4,{'url': 'https://wadsworthstem.com'},60637
